编号,地址,lxfs,lxr,博物馆名字,性质,xzb,yzb
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉硚口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉硚口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
340B45C5A05F4E3AB7419ECE48FD9706,湖北省武汉市武昌区东湖路156号,,,湖北省博物馆,国有,114.3649655,30.56204279
5DAF7101FAB247B9BD2210B6E880E72D,武汉市武昌东湖路三官殿1号,,,湖北艺术博物馆,国有,114.36507,30.56378541
A1243E65ECD049B4B5975E156042AEA4,武汉市武昌都府堤20号,,,中国共产党第五次全国代表大会会址纪念馆,国有,114.2567308,30.61150582
340B45C5A05F4E3AB7419ECE48FD9706,湖北省武汉市武昌区东湖路156号,,,湖北省博物馆,国有,114.3649655,30.56204279
5DAF7101FAB247B9BD2210B6E880E72D,武汉市武昌东湖路三官殿1号,,,湖北艺术博物馆,国有,114.36507,30.56378541
A1243E65ECD049B4B5975E156042AEA4,武汉市武昌都府堤20号,,,中国共产党第五次全国代表大会会址纪念馆,国有,114.2567308,30.61150582
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
EA31BDBC73FC47988415985869AAFC72,江夏区金口街中山舰路特一号,,,武汉市中山舰博物馆,国有,114.1361584,30.34960322
AF2AA3CEB6724D339AF7C0EBEA24659D,武汉市汉南区汉南大道635号,,,武汉市汉南区博物馆,国有,114.0863799,30.31562995
A195C90C6D16482FBA3BAD6820701700,武汉市汉阳区显正街122号,,,武汉白求恩纪念馆,行业,114.2710498,30.54798864
91B15EF74F2842A7B8E46E8200BEAA46,武汉市洪山区民族大道708号,,,中南民族大学民族学博物馆,高校,114.3893801,30.48281875
1CD083807C8C4603815E341648EB4DD9,黄陂大余湾,,,武汉大余湾社区博物馆,民办,114.3645206,31.01772878
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
60F282BBDF7E470487707ACE8E741A85,武汉市解放大道684号,,,湖北地质博物馆,行业,114.2674275,30.57940005
3E67222C5D5346F282E93DBC303E1696,武汉市东湖风景区梨园景区,,,屈原纪念馆,行业,114.3732102,30.56954768
78109A59FEDE43F2B7296E652DEC2234,武汉市东湖风景区磨山景区,,,武汉东湖梅花博物馆,行业,114.4024269,30.54375024
2B7C073A284D46EEAA79A8EB26098CEB,武汉市洪山区华中农业大学,,,华中农业大学博物馆,高校,114.3573286,30.47554265
3CF51BCCEFB84680B0613078B51FB1C2,武汉市江夏区藏龙岛开发区杨桥湖大道8号,,,湖北经济学院博物馆,高校,114.4286788,30.41695907
75BD9C9169054D908498E51B30A45326,武汉市洪山区华中农业大学,,,武汉康思农蜜蜂博物馆,民办,114.3419816,30.47866197
69D33F1BE5134141BE4354A025612B73,武汉市武昌区首义南路南端,,,武昌起义门旧址管理所,国有,114.3073527,30.52670604
69D33F1BE5134141BE4354A025612B73,武汉市武昌区首义南路南端,,,武昌起义门旧址管理所,国有,114.3073527,30.52670604
3C0A5F741D5A4EE788817BF10A6D302F,江岸区洞庭街65号,,,詹天佑故居管理所,国有,114.2989971,30.58379676
733FD6BF4DC24E459A6B29C44DDDA7E9,武汉市江夏区纸坊街道兴新街269号,,,武汉市江夏区博物馆,国有,114.3148572,30.34757565
CF797340D14A49C7B17DBC433CD5D2BB,武汉市青山区冶金大道30号,,,武钢博物馆,行业,114.4055894,30.63060285
412F51955E6543ABBC1DDB8EA8B65904,武汉市汉口沿江大道162号,,,宋庆龄汉口旧居纪念馆,行业,114.3023467,30.58658429
3BAE884620FD4422A8B5538651412BE0,武汉市汉阳区拦江路258号701室,,,武汉永庭石画博物馆,民办,114.2664299,30.54267854
E553B19B1FE44718AD1AB87B074079DB,武汉市江岸区正义路10号,,,武汉壶语堂博物馆,民办,114.2922591,30.63177108
AE3ADD040829444B8AC9402C9B62CCA3,武汉市江夏区郑店街同兴村武汉铁盾民防工程有限公司,,,武汉铁盾书画艺术博物馆,民办,114.2498699,30.37736484
3C0A5F741D5A4EE788817BF10A6D302F,江岸区洞庭街65号,,,詹天佑故居管理所,国有,114.2989971,30.58379676
733FD6BF4DC24E459A6B29C44DDDA7E9,武汉市江夏区纸坊街道兴新街269号,,,武汉市江夏区博物馆,国有,114.3148572,30.34757565
CF797340D14A49C7B17DBC433CD5D2BB,武汉市青山区冶金大道30号,,,武钢博物馆,行业,114.4055894,30.63060285
412F51955E6543ABBC1DDB8EA8B65904,武汉市汉口沿江大道162号,,,宋庆龄汉口旧居纪念馆,行业,114.3023467,30.58658429
3BAE884620FD4422A8B5538651412BE0,武汉市汉阳区拦江路258号701室,,,武汉永庭石画博物馆,民办,114.2664299,30.54267854
E553B19B1FE44718AD1AB87B074079DB,武汉市江岸区正义路10号,,,武汉壶语堂博物馆,民办,114.2922591,30.63177108
AE3ADD040829444B8AC9402C9B62CCA3,武汉市江夏区郑店街同兴村武汉铁盾民防工程有限公司,,,武汉铁盾书画艺术博物馆,民办,114.2498699,30.37736484
3C0A5F741D5A4EE788817BF10A6D302F,江岸区洞庭街65号,,,詹天佑故居管理所,国有,114.2989971,30.58379676
733FD6BF4DC24E459A6B29C44DDDA7E9,武汉市江夏区纸坊街道兴新街269号,,,武汉市江夏区博物馆,国有,114.3148572,30.34757565
CF797340D14A49C7B17DBC433CD5D2BB,武汉市青山区冶金大道30号,,,武钢博物馆,行业,114.4055894,30.63060285
412F51955E6543ABBC1DDB8EA8B65904,武汉市汉口沿江大道162号,,,宋庆龄汉口旧居纪念馆,行业,114.3023467,30.58658429
3BAE884620FD4422A8B5538651412BE0,武汉市汉阳区拦江路258号701室,,,武汉永庭石画博物馆,民办,114.2664299,30.54267854
E553B19B1FE44718AD1AB87B074079DB,武汉市江岸区正义路10号,,,武汉壶语堂博物馆,民办,114.2922591,30.63177108
AE3ADD040829444B8AC9402C9B62CCA3,武汉市江夏区郑店街同兴村武汉铁盾民防工程有限公司,,,武汉铁盾书画艺术博物馆,民办,114.2498699,30.37736484
3C0A5F741D5A4EE788817BF10A6D302F,江岸区洞庭街65号,,,詹天佑故居管理所,国有,114.2989971,30.58379676
733FD6BF4DC24E459A6B29C44DDDA7E9,武汉市江夏区纸坊街道兴新街269号,,,武汉市江夏区博物馆,国有,114.3148572,30.34757565
CF797340D14A49C7B17DBC433CD5D2BB,武汉市青山区冶金大道30号,,,武钢博物馆,行业,114.4055894,30.63060285
412F51955E6543ABBC1DDB8EA8B65904,武汉市汉口沿江大道162号,,,宋庆龄汉口旧居纪念馆,行业,114.3023467,30.58658429
3BAE884620FD4422A8B5538651412BE0,武汉市汉阳区拦江路258号701室,,,武汉永庭石画博物馆,民办,114.2664299,30.54267854
E553B19B1FE44718AD1AB87B074079DB,武汉市江岸区正义路10号,,,武汉壶语堂博物馆,民办,114.2922591,30.63177108
AE3ADD040829444B8AC9402C9B62CCA3,武汉市江夏区郑店街同兴村武汉铁盾民防工程有限公司,,,武汉铁盾书画艺术博物馆,民办,114.2498699,30.37736484
3C0A5F741D5A4EE788817BF10A6D302F,江岸区洞庭街65号,,,詹天佑故居管理所,国有,114.2989971,30.58379676
733FD6BF4DC24E459A6B29C44DDDA7E9,武汉市江夏区纸坊街道兴新街269号,,,武汉市江夏区博物馆,国有,114.3148572,30.34757565
CF797340D14A49C7B17DBC433CD5D2BB,武汉市青山区冶金大道30号,,,武钢博物馆,行业,114.4055894,30.63060285
412F51955E6543ABBC1DDB8EA8B65904,武汉市汉口沿江大道162号,,,宋庆龄汉口旧居纪念馆,行业,114.3023467,30.58658429
3BAE884620FD4422A8B5538651412BE0,武汉市汉阳区拦江路258号701室,,,武汉永庭石画博物馆,民办,114.2664299,30.54267854
E553B19B1FE44718AD1AB87B074079DB,武汉市江岸区正义路10号,,,武汉壶语堂博物馆,民办,114.2922591,30.63177108
AE3ADD040829444B8AC9402C9B62CCA3,武汉市江夏区郑店街同兴村武汉铁盾民防工程有限公司,,,武汉铁盾书画艺术博物馆,民办,114.2498699,30.37736484
3C0A5F741D5A4EE788817BF10A6D302F,江岸区洞庭街65号,,,詹天佑故居管理所,国有,114.2989971,30.58379676
733FD6BF4DC24E459A6B29C44DDDA7E9,武汉市江夏区纸坊街道兴新街269号,,,武汉市江夏区博物馆,国有,114.3148572,30.34757565
CF797340D14A49C7B17DBC433CD5D2BB,武汉市青山区冶金大道30号,,,武钢博物馆,行业,114.4055894,30.63060285
412F51955E6543ABBC1DDB8EA8B65904,武汉市汉口沿江大道162号,,,宋庆龄汉口旧居纪念馆,行业,114.3023467,30.58658429
3BAE884620FD4422A8B5538651412BE0,武汉市汉阳区拦江路258号701室,,,武汉永庭石画博物馆,民办,114.2664299,30.54267854
E553B19B1FE44718AD1AB87B074079DB,武汉市江岸区正义路10号,,,武汉壶语堂博物馆,民办,114.2922591,30.63177108
AE3ADD040829444B8AC9402C9B62CCA3,武汉市江夏区郑店街同兴村武汉铁盾民防工程有限公司,,,武汉铁盾书画艺术博物馆,民办,114.2498699,30.37736484
AE3ADD040829444B8AC9402C9B62CCA3,武汉市江夏区郑店街同兴村武汉铁盾民防工程有限公司,,,武汉铁盾书画艺术博物馆,民办,114.2498699,30.37736484
3C0A5F741D5A4EE788817BF10A6D302F,江岸区洞庭街65号,,,詹天佑故居管理所,国有,114.2989971,30.58379676
